Date,Open,High,Low,Close
2005/6/28,8.2765,8.2765,8.2765,8.2765
2005/6/29,8.2765,8.2765,8.2765,8.2765
2005/6/30,8.2765,8.2765,8.2765,8.2765
2005/7/1,8.2765,8.2765,8.2765,8.2765
2005/7/4,8.2765,8.2765,8.2765,8.2765
2005/7/5,8.2765,8.2765,8.2765,8.2765
2005/7/6,8.2765,8.2765,8.2765,8.2765
2005/7/7,8.2765,8.2765,8.2765,8.2765
2005/7/8,8.2765,8.2765,8.2765,8.2765
2005/7/11,8.2765,8.2765,8.2765,8.2765
2005/7/12,8.2765,8.2765,8.2765,8.2765
2005/7/13,8.2765,8.2765,8.2765,8.2765
2005/7/14,8.2765,8.2765,8.2765,8.2765
2005/7/15,8.2765,8.2765,8.2765,8.2765
2005/7/18,8.2765,8.2765,8.2765,8.2765
2005/7/19,8.2765,8.2765,8.2765,8.2765
2005/7/20,8.2765,8.2765,8.2765,8.2765
2005/7/21,8.2765,8.2765,8.2765,8.2765
2005/7/22,8.11,8.11,8.11,8.11
2005/7/25,8.1111,8.1111,8.1111,8.1111
2005/7/26,8.1097,8.1097,8.1097,8.1097
2005/7/27,8.1099,8.1099,8.1099,8.1099
2005/7/28,8.1128,8.1128,8.1128,8.1128
2005/7/29,8.108,8.108,8.108,8.108
2005/8/1,8.1056,8.1056,8.1056,8.1056
2005/8/2,8.1046,8.1046,8.1046,8.1046
2005/8/3,8.1032,8.1032,8.1032,8.1032
2005/8/4,8.1051,8.1051,8.1051,8.1051
2005/8/5,8.1027,8.1027,8.1027,8.1027
2005/8/8,8.1037,8.1037,8.1037,8.1037
2005/8/9,8.109,8.109,8.109,8.109
2005/8/10,8.107,8.107,8.107,8.107
2005/8/11,8.1062,8.1062,8.1062,8.1062
2005/8/12,8.1002,8.1002,8.1002,8.1002
2005/8/15,8.098,8.098,8.098,8.098
2005/8/16,8.0971,8.0971,8.0971,8.0971
2005/8/17,8.1002,8.1002,8.1002,8.1002
2005/8/18,8.0997,8.0997,8.0997,8.0997
2005/8/19,8.1007,8.1007,8.1007,8.1007
2005/8/22,8.1047,8.1047,8.1047,8.1047
2005/8/23,8.1056,8.1056,8.1056,8.1056
2005/8/24,8.1012,8.1012,8.1012,8.1012
2005/8/25,8.1005,8.1005,8.1005,8.1005
2005/8/26,8.1002,8.1002,8.1002,8.1002
2005/8/29,8.0965,8.0965,8.0965,8.0965
2005/8/30,8.0954,8.0954,8.0954,8.0954
2005/8/31,8.0973,8.0973,8.0973,8.0973
2005/9/1,8.0998,8.0998,8.0998,8.0998
2005/9/2,8.0949,8.0949,8.0949,8.0949
2005/9/5,8.0935,8.0935,8.0935,8.0935
2005/9/6,8.0916,8.0916,8.0916,8.0916
2005/9/7,8.0913,8.0913,8.0913,8.0913
2005/9/8,8.0925,8.0925,8.0925,8.0925
2005/9/9,8.0945,8.0945,8.0945,8.0945
2005/9/12,8.0956,8.0956,8.0956,8.0956
2005/9/13,8.0924,8.0924,8.0924,8.0924
2005/9/14,8.094,8.094,8.094,8.094
2005/9/15,8.0912,8.0912,8.0912,8.0912
2005/9/16,8.0887,8.0887,8.0887,8.0887
2005/9/19,8.0871,8.0871,8.0871,8.0871
2005/9/20,8.0908,8.0908,8.0908,8.0908
2005/9/21,8.089,8.089,8.089,8.089
2005/9/22,8.0911,8.0911,8.0911,8.0911
2005/9/23,8.0881,8.0881,8.0881,8.0881
2005/9/26,8.0929,8.0929,8.0929,8.0929
2005/9/27,8.0929,8.0929,8.0929,8.0929
2005/9/28,8.092,8.092,8.092,8.092
2005/9/29,8.093,8.093,8.093,8.093
2005/9/30,8.092,8.092,8.092,8.092
2005/10/8,8.092,8.092,8.092,8.092
2005/10/9,8.0896,8.0896,8.0896,8.0896
2005/10/10,8.0864,8.0864,8.0864,8.0864
2005/10/11,8.0879,8.0879,8.0879,8.0879
2005/10/12,8.0895,8.0895,8.0895,8.0895
2005/10/13,8.0885,8.0885,8.0885,8.0885
2005/10/14,8.0896,8.0896,8.0896,8.0896
2005/10/17,8.0877,8.0877,8.0877,8.0877
2005/10/18,8.0877,8.0877,8.0877,8.0877
2005/10/19,8.0924,8.0924,8.0924,8.0924
2005/10/20,8.0924,8.0924,8.0924,8.0924
2005/10/21,8.0905,8.0905,8.0905,8.0905
2005/10/24,8.0885,8.0885,8.0885,8.0885
2005/10/25,8.0901,8.0901,8.0901,8.0901
2005/10/26,8.0872,8.0872,8.0872,8.0872
2005/10/27,8.0862,8.0862,8.0862,8.0862
2005/10/28,8.084,8.084,8.084,8.084
2005/10/31,8.0845,8.0845,8.0845,8.0845
2005/11/1,8.086,8.086,8.086,8.086
2005/11/2,8.086,8.086,8.086,8.086
2005/11/3,8.0851,8.0851,8.0851,8.0851
2005/11/4,8.0841,8.0841,8.0841,8.0841
2005/11/7,8.0856,8.0856,8.0856,8.0856
2005/11/8,8.0877,8.0877,8.0877,8.0877
2005/11/9,8.0867,8.0867,8.0867,8.0867
2005/11/10,8.0857,8.0867,8.0845,8.0846
2005/11/11,8.0857,8.086,8.0847,8.0847
2005/11/14,8.0847,8.0856,8.08,8.08
2005/11/15,8.0831,8.0846,8.0823,8.0823
2005/11/16,8.0845,8.0845,8.08,8.08
2005/11/17,8.0835,8.0845,8.0819,8.0845
2005/11/18,8.0845,8.086,8.0829,8.0832
2005/11/21,8.0832,8.0833,8.0832,8.0833
2005/11/22,8.0839,8.0839,8.0817,8.0839
2005/11/23,8.0839,8.0839,8.079,8.079
2005/11/24,8.079,8.0806,8.0784,8.0806
2005/11/25,8.0806,8.0809,8.0789,8.0797
2005/11/28,8.0799,8.0825,8.0799,8.0825
2005/11/29,8.0825,8.0825,8.0774,8.078
2005/11/30,8.078,8.0801,8.078,8.078
2005/12/1,8.0788,8.0804,8.0788,8.0788
2005/12/2,8.0782,8.0788,8.0782,8.0782
2005/12/6,8.0807,8.0807,8.078,8.078
2005/12/7,8.078,8.078,8.0764,8.0771
2005/12/8,8.0771,8.078,8.0755,8.078
2005/12/9,8.078,8.078,8.076,8.076
2005/12/12,8.076,8.076,8.0749,8.0749
2005/12/13,8.0749,8.076,8.073,8.0753
2005/12/14,8.0746,8.0748,8.0735,8.0746
2005/12/15,8.0734,8.074,8.0734,8.074
2005/12/16,8.0724,8.074,8.0724,8.0736
2005/12/19,8.0736,8.0736,8.0714,8.073
2005/12/20,8.073,8.073,8.0728,8.0728
2005/12/21,8.076,8.076,8.0724,8.0759
2005/12/22,8.0759,8.0766,8.0758,8.0758
2005/12/23,8.0758,8.0758,8.0758,8.0758
2005/12/26,8.0758,8.0758,8.07,8.0738
2005/12/27,8.0738,8.0764,8.0724,8.0724
2005/12/28,8.0724,8.074,8.07,8.0715
2005/12/29,8.0704,8.0704,8.068,8.068
2005/12/30,8.0694,8.0702,8.067,8.0682
2006/1/2,8.0682,8.0682,8.0682,8.0682
2006/1/3,8.0682,8.0682,8.0682,8.0682
2006/1/4,8.0682,8.0682,8.0655,8.067
2006/1/5,8.067,8.067,8.063,8.0637
2006/1/6,8.063,8.063,8.063,8.063
2006/1/10,8.062,8.062,8.062,8.062
2006/1/18,8.0695,8.0704,8.0695,8.0695
2006/1/23,8.0628,8.0636,8.0628,8.0634
2006/1/24,8.0621,8.065,8.062,8.0622
2006/1/25,8.0628,8.0628,8.0628,8.0628
2006/1/26,8.0616,8.063,8.0616,8.063
2006/1/27,8.0606,8.0623,8.0606,8.0623
2006/1/30,8.062,8.062,8.062,8.062
2006/1/31,8.062,8.062,8.062,8.062
2006/2/1,8.062,8.062,8.062,8.062
2006/2/2,8.062,8.062,8.062,8.062
2006/2/3,8.062,8.062,8.062,8.062
2006/2/7,8.0572,8.058,8.055,8.058
2006/2/8,8.055,8.056,8.0525,8.0525
2006/2/9,8.0555,8.0557,8.0538,8.0557
2006/2/13,8.0557,8.0557,8.0441,8.0441
2006/2/14,8.0461,8.048,8.045,8.045
2006/2/15,8.0475,8.0481,8.0475,8.0481
2006/2/17,8.0483,8.049,8.046,8.0465
2006/2/20,8.0545,8.0557,8.045,8.047
2006/2/21,8.047,8.05,8.047,8.0495
2006/2/22,8.0481,8.05,8.0442,8.0456
2006/2/23,8.0474,8.05,8.0455,8.0455
2006/2/24,8.0416,8.05,8.0405,8.0405
2006/2/27,8.0417,8.05,8.038,8.0387
2006/2/28,8.038,8.05,8.0379,8.0379
2006/3/1,8.0374,8.039,8.0345,8.0345
2006/3/2,8.0379,8.0391,8.0341,8.0341
2006/3/3,8.0366,8.0386,8.0347,8.0347
2006/3/6,8.037,8.0382,8.0343,8.0345
2006/3/7,8.0409,8.0424,8.0372,8.0404
2006/3/8,8.0459,8.0467,8.0455,8.0455
2006/3/9,8.0455,8.049,8.0384,8.0489
2006/3/10,8.0476,8.05,8.0445,8.05
2006/3/13,8.0445,8.0502,8.0445,8.0485
2006/3/14,8.0459,8.0473,8.0445,8.0473
2006/3/15,8.0372,8.0475,8.0357,8.036
2006/3/16,8.0334,8.037,8.0334,8.0365
2006/3/17,8.0294,8.0318,8.029,8.0294
2006/3/20,8.0234,8.029,8.0225,8.029
2006/3/21,8.0256,8.0294,8.0247,8.026
2006/3/22,8.029,8.0294,8.0253,8.0263
2006/3/23,8.028,8.0294,8.0257,8.0271
2006/3/24,8.028,8.0313,8.0272,8.0274
2006/3/27,8.0245,8.0245,8.0194,8.0194
2006/3/28,8.0196,8.0215,8.0184,8.0187
2006/3/29,8.0255,8.0265,8.0234,8.0234
2006/3/30,8.0254,8.0254,8.0225,8.0233
2006/3/31,8.0165,8.0173,8.0148,8.0155
2006/4/3,8.02,8.0234,8.0175,8.0185
2006/4/4,8.0169,8.0188,8.0146,8.0146
2006/4/5,8.0104,8.0146,8.0061,8.0085
2006/4/6,8.0082,8.009,8.0055,8.0055
2006/4/7,8.0105,8.0118,8.0094,8.0094
2006/4/10,8.0024,8.0101,8,8.0044
2006/4/11,8.0085,8.0095,8.0065,8.0085
2006/4/12,8.0104,8.0108,8.006,8.0094
2006/4/13,8.02,8.0232,8.016,8.016
2006/4/14,8.0147,8.0168,8.011,8.014
2006/4/17,8.0142,8.0185,8.0125,8.0185
2006/4/18,8.0124,8.022,8.0105,8.0215
2006/4/19,8.0112,8.0145,8.0091,8.011
2006/4/20,8.0101,8.013,8.0101,8.011
2006/4/21,8.0185,8.0194,8.011,8.0145
2006/4/24,8.0169,8.017,8.013,8.0163
2006/4/25,8.0144,8.0145,8.0095,8.0095
2006/4/26,8.02,8.0204,8.0124,8.0163
2006/4/27,8.018,8.0189,8.0145,8.0162
2006/4/28,8.0149,8.015,8.0115,8.0129
2006/5/8,8.0065,8.0114,8.0045,8.0068
2006/5/9,8.0049,8.0114,8.0015,8.0027
2006/5/10,8.004,8.017,8.0015,8.0033
2006/5/11,8.0037,8.0046,8.0027,8.0035
2006/5/12,8.0057,8.0066,8.002,8.0045
2006/5/15,7.9957,8.0055,7.9955,8.0055
2006/5/16,8.0125,8.0134,8.0005,8.0005
2006/5/17,8.0035,8.0044,7.9985,7.9985
2006/5/18,8.0155,8.0165,8.003,8.0079
2006/5/19,8.0134,8.018,8.0075,8.0175
2006/5/22,8.02,8.026,8.0175,8.0235
2006/5/23,8.0151,8.0205,8.0151,8.0175
2006/5/24,8.0205,8.0253,8.0175,8.0175
2006/5/25,8.024,8.0252,8.022,8.0225
2006/5/26,8.0191,8.0235,8.0187,8.0225
2006/5/29,8.0257,8.0266,8.0201,8.0201
2006/5/30,8.0259,8.03,8.0225,8.03
2006/5/31,8.0163,8.0253,8.0163,8.0215
2006/6/1,8.0194,8.0246,8.0175,8.0184
2006/6/2,8.0189,8.0225,8.0189,8.0205
2006/6/5,8.008,8.0205,8.0055,8.0057
2006/6/6,8.011,8.0205,8.0088,8.012
2006/6/7,8.0148,8.0205,8.0148,8.016
2006/6/8,8.0158,8.0205,8.015,8.016
2006/6/9,8.0164,8.0205,8.0092,8.0092
2006/6/12,8.016,8.0205,8.0134,8.015
2006/6/13,8.0048,8.0205,8.0013,8.0205
2006/6/14,8.0134,8.0205,7.9992,8
2006/6/15,7.9985,8.0009,7.996,8.0009
2006/6/16,7.9951,7.9981,7.9945,7.9981
2006/6/19,8.0002,8.0078,7.9993,8.0057
2006/6/20,8.002,8.0205,8.0009,8.0009
2006/6/21,7.9965,8.0205,7.9963,7.9985
2006/6/22,7.9975,7.9975,7.995,7.9955
2006/6/23,8.0026,8.0026,7.9978,7.9998
2006/6/26,8.0022,8.0038,7.9998,8
2006/6/27,7.9975,8,7.9963,7.9968
2006/6/28,7.9979,7.9995,7.997,7.999
2006/6/29,7.9976,8.0001,7.995,7.995
2006/6/30,7.994,7.9956,7.9905,7.9925
2006/7/3,7.9905,7.9982,7.9899,7.9982
2006/7/4,7.9982,8.0009,7.991,7.991
2006/7/5,7.991,7.9969,7.991,7.9955
2006/7/6,7.9935,7.9962,7.9896,7.9896
2006/7/7,7.9915,7.996,7.9839,7.9839
2006/7/10,7.989,7.9908,7.983,7.9881
2006/7/11,7.9867,7.9935,7.9865,7.9915
2006/7/12,7.989,7.9955,7.9875,7.99
2006/7/13,7.9935,7.996,7.9904,7.9924
2006/7/14,7.9899,7.9978,7.989,7.9978
2006/7/17,7.996,7.9975,7.9935,7.9975
2006/7/18,7.9991,8.0048,7.9991,8.004
2006/7/19,8.0008,8.004,7.999,8.001
2006/7/20,8.0035,8.0035,7.9893,7.993
2006/7/21,7.9905,7.993,7.9803,7.9803
2006/7/24,7.9829,7.9854,7.9803,7.9851
2006/7/25,7.9854,7.988,7.9845,7.9852
2006/7/26,7.9877,7.988,7.982,7.982
2006/7/27,7.9845,7.9845,7.9728,7.974
2006/7/28,7.9808,7.9845,7.9685,7.971
2006/7/31,7.9705,7.9743,7.9643,7.97
2006/8/1,7.972,7.973,7.9665,7.973
2006/8/2,7.9743,7.9768,7.967,7.9703
2006/8/3,7.9737,7.9765,7.9735,7.975
2006/8/4,7.9756,7.9775,7.9743,7.9743
2006/8/7,7.977,7.978,7.9646,7.968
2006/8/8,7.9727,7.974,7.9697,7.9712
2006/8/9,7.9712,7.979,7.9712,7.9745
2006/8/10,7.977,7.977,7.9674,7.9708
2006/8/11,7.9712,7.9777,7.9712,7.9759
2006/8/14,7.9777,7.989,7.9777,7.983
2006/8/15,7.984,8.0015,7.984,8.0015
2006/8/16,7.992,7.9932,7.977,7.9875
2006/8/17,7.9882,7.9882,7.9785,7.979
2006/8/18,7.978,7.978,7.9711,7.974
2006/8/21,7.9704,7.9704,7.9648,7.966
2006/8/22,7.9684,7.9684,7.9655,7.9684
2006/8/23,7.9691,7.9709,7.9684,7.9687
2006/8/24,7.9708,7.9755,7.9684,7.9694
2006/8/25,7.9719,7.9763,7.9711,7.9763
2006/8/28,7.9715,7.9719,7.9694,7.9694
2006/8/29,7.9665,7.9719,7.9612,7.9622
2006/8/30,7.9594,7.9601,7.9575,7.9585
2006/8/31,7.9585,7.9585,7.9533,7.9533
2006/9/1,7.9549,7.959,7.953,7.9532
2006/9/4,7.953,7.953,7.938,7.938
2006/9/5,7.9425,7.9425,7.938,7.939
2006/9/6,7.9414,7.9503,7.9414,7.9443
2006/9/7,7.9455,7.9508,7.9427,7.9465
2006/9/8,7.952,7.9564,7.9513,7.9513
2006/9/11,7.948,7.9608,7.948,7.9527
2006/9/12,7.9527,7.9536,7.9455,7.946
2006/9/13,7.946,7.953,7.945,7.9478
2006/9/14,7.9464,7.948,7.9432,7.9458
2006/9/15,7.9458,7.9458,7.941,7.9443
2006/9/18,7.9417,7.948,7.9417,7.9468
2006/9/19,7.9468,7.9468,7.9325,7.9352
2006/9/20,7.932,7.932,7.9256,7.9263
2006/9/21,7.9252,7.9264,7.924,7.924
2006/9/22,7.9243,7.9243,7.9165,7.917
2006/9/25,7.917,7.921,7.917,7.921
2006/9/26,7.921,7.921,7.9146,7.9173
2006/9/27,7.9105,7.9105,7.9043,7.9046
2006/9/28,7.9046,7.9055,7.8979,7.9046
2006/9/29,7.9024,7.9087,7.9021,7.9086
2006/10/2,7.9073,7.9073,7.9073,7.9073
2006/10/3,7.9073,7.9073,7.9073,7.9073
2006/10/4,7.9073,7.9073,7.9073,7.9073
2006/10/5,7.9073,7.9073,7.9073,7.9073
2006/10/6,7.9073,7.9073,7.9073,7.9073
2006/10/9,7.9073,7.9103,7.8995,7.9008
2006/10/10,7.8987,7.9086,7.8987,7.9052
2006/10/11,7.9052,7.9185,7.9052,7.9162
2006/10/12,7.9162,7.9174,7.9128,7.9143
2006/10/13,7.9105,7.9116,7.9007,7.9015
2006/10/16,7.9081,7.9144,7.9054,7.9098
2006/10/17,7.9106,7.9115,7.9075,7.9075
